,Outside,Agriculture,Forest,Industry,Nature,Recreation,Urban-formal,Urban-informal,Urban-villages,Transportation,Airport and Harbour,Water,q,max_d
82,0.0,-0.40340290437353976,-0.40011692792631215,-0.6968039425795111,-0.8297382846050426,-0.15552282425431863,0.6935510855959135,0.95784663370815,-1.6777807052660807,0.3791241460703919,1.841415787413303,-0.08512818245994963,10.0,6.0
83,0.0,-0.13076828026902382,-0.9746941347352298,1.1465621131575567,-0.08618614761628333,-0.1444808443321999,0.44027921323558816,0.42455497660671315,0.011993114659256938,0.25623653320592293,0.32242605240595257,-0.6989700043360187,11.0,6.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
85,0.0,-0.02548830726267165,-0.4294570601181025,-0.04672366333269562,0.33425264233423074,0.19838213000829422,-0.22040350874217546,-0.3829996588791011,0.12872228433842678,-0.00174066157630127,-1.0555173278498313,-0.5767541260631921,1.0,7.0
86,0.0,-0.1456939581989194,0.11693964655075578,0.12254352406875435,0.38111508070985056,-0.11918640771920865,-0.43651891460558934,-0.4621809049267259,-0.07109230975604734,-0.23062267392386154,-1.154901959985743,-0.9100948885606021,2.0,7.0
87,0.0,0.13481437032046015,-0.7099653886374819,0.3904051564800809,0.005180512503780314,-0.14327110961711742,0.39915433395821653,0.4690852991231204,0.053846426852252584,0.2801228963023076,0.23678909940929294,-0.6439741428068773,3.0,7.0
88,0.0,0.29622628726116057,-0.4975728800155673,0.024895960107484977,-0.10957898119908573,-0.3142582613977364,-0.05158703422139897,-0.11918640771920865,0.2420442393695509,0.07700432679335026,-1.0861861476162833,-0.6216020990518624,4.0,7.0
89,0.0,0.12515582958053018,-0.5406075122407692,-0.11013827874181155,-0.2924298239020636,1.140539466972342,-0.6478174818886375,-0.9507819773298184,-0.10017949757290372,-0.18708664335714442,-1.136677139879544,0.0354297381845483,5.0,7.0
90,0.0,0.10140335055533072,-0.6575773191777937,0.4299136977637545,0.04020662757471112,0.15259407792746976,0.37364747220921773,0.33845649360460484,-0.010105436281226938,0.3186892699477459,0.0944711286416448,-0.5528419686577808,6.0,7.0
91,0.0,0.041787318971751766,-0.7986028756795485,0.6263403673750424,0.03019478535675124,0.12872228433842678,0.4510184521554574,0.5936183081295359,-0.5559552040819237,0.32510498297140744,0.25406445291433793,-0.562249437179612,7.0,7.0
92,0.0,0.15594301797183674,-0.368556230986828,0.5326270012288912,0.005180512503780314,-0.16241156176448873,0.2081725266671217,-0.27164621797877153,0.20167017964658152,0.15806079393660522,0.24452451157008376,-0.5783960731301689,8.0,7.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0
94,0.0,-0.3990271043132517,-0.40011692792631215,-0.5214335044061567,-0.8446639625349383,-0.13194363817695845,0.7276225779691373,0.8998205024270963,-1.6777807052660807,0.3443922736851107,1.7932803828276307,-0.06701917807680184,10.0,7.0
95,0.0,-0.12959609472097294,-1.0861861476162833,1.1075491297446862,-0.047691990337874794,-0.44611697335612566,0.44591541395112344,0.48586332959733464,0.04493154614916006,0.39128804859529753,0.225567713439471,-0.7258421507363202,11.0,7.0
